Z_i,A total  [Msun^{-1}],A I_classic  [Msun^{-1}],A II_only_stable_MT  [Msun^{-1}],A III_single_core_CE  [Msun^{-1}],A IV_double_core_CE  [Msun^{-1}],A V_other  [Msun^{-1}],B total  [Msun^{-1}],B I_classic  [Msun^{-1}],B II_only_stable_MT  [Msun^{-1}],B III_single_core_CE  [Msun^{-1}],B IV_double_core_CE  [Msun^{-1}],B V_other  [Msun^{-1}],C total  [Msun^{-1}],C I_classic  [Msun^{-1}],C II_only_stable_MT  [Msun^{-1}],C III_single_core_CE  [Msun^{-1}],C IV_double_core_CE  [Msun^{-1}],C V_other  [Msun^{-1}],D total  [Msun^{-1}],D I_classic  [Msun^{-1}],D II_only_stable_MT  [Msun^{-1}],D III_single_core_CE  [Msun^{-1}],D IV_double_core_CE  [Msun^{-1}],D V_other  [Msun^{-1}],E total  [Msun^{-1}],E I_classic  [Msun^{-1}],E II_only_stable_MT  [Msun^{-1}],E III_single_core_CE  [Msun^{-1}],E IV_double_core_CE  [Msun^{-1}],E V_other  [Msun^{-1}],F total  [Msun^{-1}],F I_classic  [Msun^{-1}],F II_only_stable_MT  [Msun^{-1}],F III_single_core_CE  [Msun^{-1}],F IV_double_core_CE  [Msun^{-1}],F V_other  [Msun^{-1}],G total  [Msun^{-1}],G I_classic  [Msun^{-1}],G II_only_stable_MT  [Msun^{-1}],G III_single_core_CE  [Msun^{-1}],G IV_double_core_CE  [Msun^{-1}],G V_other  [Msun^{-1}],H total  [Msun^{-1}],H I_classic  [Msun^{-1}],H II_only_stable_MT  [Msun^{-1}],H III_single_core_CE  [Msun^{-1}],H IV_double_core_CE  [Msun^{-1}],H V_other  [Msun^{-1}],I total  [Msun^{-1}],I I_classic  [Msun^{-1}],I II_only_stable_MT  [Msun^{-1}],I III_single_core_CE  [Msun^{-1}],I IV_double_core_CE  [Msun^{-1}],I V_other  [Msun^{-1}],J total  [Msun^{-1}],J I_classic  [Msun^{-1}],J II_only_stable_MT  [Msun^{-1}],J III_single_core_CE  [Msun^{-1}],J IV_double_core_CE  [Msun^{-1}],J V_other  [Msun^{-1}],K total  [Msun^{-1}],K I_classic  [Msun^{-1}],K II_only_stable_MT  [Msun^{-1}],K III_single_core_CE  [Msun^{-1}],K IV_double_core_CE  [Msun^{-1}],K V_other  [Msun^{-1}],L total  [Msun^{-1}],L I_classic  [Msun^{-1}],L II_only_stable_MT  [Msun^{-1}],L III_single_core_CE  [Msun^{-1}],L IV_double_core_CE  [Msun^{-1}],L V_other  [Msun^{-1}],M total  [Msun^{-1}],M I_classic  [Msun^{-1}],M II_only_stable_MT  [Msun^{-1}],M III_single_core_CE  [Msun^{-1}],M IV_double_core_CE  [Msun^{-1}],M V_other  [Msun^{-1}],N total  [Msun^{-1}],N I_classic  [Msun^{-1}],N II_only_stable_MT  [Msun^{-1}],N III_single_core_CE  [Msun^{-1}],N IV_double_core_CE  [Msun^{-1}],N V_other  [Msun^{-1}],O total  [Msun^{-1}],O I_classic  [Msun^{-1}],O II_only_stable_MT  [Msun^{-1}],O III_single_core_CE  [Msun^{-1}],O IV_double_core_CE  [Msun^{-1}],O V_other  [Msun^{-1}],P total  [Msun^{-1}],P I_classic  [Msun^{-1}],P II_only_stable_MT  [Msun^{-1}],P III_single_core_CE  [Msun^{-1}],P IV_double_core_CE  [Msun^{-1}],P V_other  [Msun^{-1}],Q total  [Msun^{-1}],Q I_classic  [Msun^{-1}],Q II_only_stable_MT  [Msun^{-1}],Q III_single_core_CE  [Msun^{-1}],Q IV_double_core_CE  [Msun^{-1}],Q V_other  [Msun^{-1}],R total  [Msun^{-1}],R I_classic  [Msun^{-1}],R II_only_stable_MT  [Msun^{-1}],R III_single_core_CE  [Msun^{-1}],R IV_double_core_CE  [Msun^{-1}],R V_other  [Msun^{-1}],S total  [Msun^{-1}],S I_classic  [Msun^{-1}],S II_only_stable_MT  [Msun^{-1}],S III_single_core_CE  [Msun^{-1}],S IV_double_core_CE  [Msun^{-1}],S V_other  [Msun^{-1}],T total  [Msun^{-1}],T I_classic  [Msun^{-1}],T II_only_stable_MT  [Msun^{-1}],T III_single_core_CE  [Msun^{-1}],T IV_double_core_CE  [Msun^{-1}],T V_other  [Msun^{-1}]
0_01137,3.361342075135648e-06,2.0664972521984922e-06,0.0,0.0,1.2636031395871411e-06,3.124168335001407e-08,1.2441317152442494e-06,7.839302761943531e-07,0.0,0.0,0.0,4.6020143904989605e-07,2.6451201743750044e-06,2.516807876086894e-06,0.0,0.0,2.085000811903952e-08,1.0746229016907057e-07,5.960533407851243e-06,4.6681334163205735e-06,0.0,0.0,1.2491669214571206e-06,4.323307007354917e-08,4.001684681795305e-08,4.001684681795305e-08,0.0,0.0,0.0,0.0,3.5227578947520805e-06,3.159515622345046e-06,0.0,0.0,3.4810558644506397e-07,1.513668596196986e-08,2.111166912581796e-06,2.1091739897931117e-06,0.0,0.0,0.0,1.9929227886828973e-09,2.2095555752728296e-06,1.6534246208511428e-06,0.0,0.0,5.451447869338908e-07,1.0986167487795907e-08,7.979699935968418e-06,3.4707358104895056e-06,0.0,1.913145092160881e-09,4.485112350750065e-06,2.1938629636684974e-08,4.080118558985002e-06,2.992687960922858e-06,0.0,2.37390177843605e-07,8.48625081774163e-07,1.4153384443742987e-09,3.4867638490452e-06,2.1751892047856114e-06,0.0,0.0,1.2658543350517665e-06,4.572030920782216e-08,2.937603126139658e-06,1.919218842980994e-06,0.0,0.0,9.939387505391442e-07,2.4445532619521104e-08,3.400473494591748e-06,2.068093243710277e-06,0.0,0.0,1.297200226702119e-06,3.518002417935334e-08,3.468096620019329e-06,2.1908967107034018e-06,1.3145200765943617e-08,0.0,1.2358193905223677e-06,2.8235318027616483e-08,3.3506129567879856e-06,2.059901140215083e-06,0.0,0.0,1.2595700685936424e-06,3.114174797926109e-08,6.668376987270682e-06,4.621290746528911e-06,0.0,0.0,1.9657056021953697e-06,8.138063854640027e-08,2.3099574006582873e-05,1.9217637760172847e-05,0.0,0.0,2.049646658457182e-06,1.832289587952843e-06,3.533958405505709e-06,2.244198646479798e-06,0.0,0.0,1.2511727366183306e-06,3.8587022407581065e-08,2.93825170324414e-06,1.741911378648989e-06,0.0,0.0,1.194412764896328e-06,1.927559698822447e-09,2.8222372452329707e-06,1.8181932886326642e-06,0.0,0.0,1.00024053424746e-06,3.803422352845817e-09
0_01269,3.3672367596467115e-06,2.2345472778242717e-06,0.0,0.0,1.104430899776702e-06,2.8258582045737325e-08,1.0657670815591872e-06,7.231674295341964e-07,0.0,0.0,0.0,3.4259965202499077e-07,2.444104946837817e-06,2.328962651153494e-06,0.0,0.0,7.361938252826776e-09,1.0778035743149588e-07,5.9054394837652074e-06,4.707127276613307e-06,0.0,0.0,1.1482231410641122e-06,5.008906608778702e-08,3.873744317746346e-08,3.873744317746346e-08,0.0,0.0,0.0,0.0,3.7723302518015206e-06,3.5121486943712813e-06,0.0,0.0,2.3127243906987647e-07,2.89091183603629e-08,2.027826050529493e-06,2.027138043921188e-06,0.0,0.0,0.0,6.880066083043116e-10,2.211904997905571e-06,1.7255354776355092e-06,0.0,0.0,4.830570101465078e-07,3.3125101235535806e-09,7.343437923723929e-06,3.4769308075508363e-06,0.0,7.89485311546678e-10,3.8493141714512166e-06,1.6403459410328345e-08,3.542326320277177e-06,2.8002937556510554e-06,0.0,1.5633001488250774e-07,5.857025497436139e-07,0.0,3.551604285735765e-06,2.4084377773795383e-06,0.0,0.0,1.10639851900356e-06,3.676798935266701e-08,2.8915444658353884e-06,1.953404047005237e-06,0.0,0.0,9.161042671804548e-07,2.2036151649696477e-08,3.1901988788925706e-06,2.031780207674498e-06,0.0,0.0,1.1341341209492687e-06,2.4284550268803998e-08,3.4272078874842376e-06,2.3163481075631823e-06,2.236665596358792e-09,0.0,1.083889913263552e-06,2.4733201061144508e-08,3.355931466948464e-06,2.2270461057854493e-06,0.0,0.0,1.100721272485118e-06,2.8164088677896804e-08,6.832207157693219e-06,4.904553396093045e-06,0.0,0.0,1.7765028316681286e-06,1.5115092993204716e-07,2.3251575402161226e-05,1.975751935284265e-05,0.0,0.0,1.7849224913388509e-06,1.7091335579797227e-06,3.408582622553825e-06,2.191617194829672e-06,0.0,0.0,1.2020569661334258e-06,1.4908461590728012e-08,2.9019707321309124e-06,1.7580789022116406e-06,0.0,0.0,1.1302876753218019e-06,1.3604154597469696e-08,2.23264657852319e-06,1.45759358506406e-06,0.0,0.0,7.687265477035682e-07,6.326445755561856e-09
0_01416,3.1850077907592288e-06,2.152913610408696e-06,0.0,0.0,1.0018146671605998e-06,3.0279513189932855e-08,9.440840962272743e-07,7.116196275432275e-07,0.0,0.0,0.0,2.3246446868404712e-07,2.322666984405055e-06,2.2170582141584805e-06,0.0,0.0,1.6765729298701417e-08,8.884304094787338e-08,5.951205556569269e-06,4.808493938237362e-06,0.0,0.0,1.0557330187717766e-06,8.69785995601309e-08,4.276170925791353e-08,4.276170925791353e-08,0.0,0.0,0.0,0.0,3.380057209188626e-06,3.1582290041007726e-06,0.0,0.0,1.9411441229668496e-07,2.7713792791168672e-08,2.114432452987853e-06,2.110148899429244e-06,0.0,0.0,0.0,4.283553558608321e-09,2.1001769583431948e-06,1.6726487823191262e-06,0.0,0.0,4.212678841802554e-07,6.2602918438133705e-09,6.7765913897214566e-06,3.5531150618573755e-06,0.0,2.088229429836425e-09,3.2007804765742924e-06,2.0607621859950034e-08,3.130714861493601e-06,2.475663952245277e-06,0.0,1.7911513321129555e-07,4.7593577603702867e-07,0.0,3.3745617451684057e-06,2.293626820738845e-06,0.0,0.0,1.0035994685467725e-06,7.733545588278835e-08,2.822250909307373e-06,1.995317379296064e-06,0.0,0.0,8.077094265772106e-07,1.9224103434098023e-08,3.201462675577385e-06,2.107061266352961e-06,0.0,0.0,1.0657290462735405e-06,2.8672362950884467e-08,3.2486561215131862e-06,2.2332007247039883e-06,1.6356864043105898e-09,0.0,9.875923831325891e-07,2.6227327272298933e-08,3.174171686189329e-06,2.1455915405082008e-06,0.0,0.0,9.984034190249263e-07,3.0176726656201366e-08,6.81069728742181e-06,5.040366915771659e-06,0.0,0.0,1.6362953524439448e-06,1.3403501920620529e-07,2.356627741422345e-05,2.0259394590916366e-05,0.0,0.0,1.711955655117209e-06,1.594927168189869e-06,3.2439677821862723e-06,2.204005515771756e-06,0.0,0.0,1.0172828401100997e-06,2.267942630441701e-08,2.7758287965130364e-06,1.780289689656007e-06,0.0,0.0,9.779322267366603e-07,1.7606880120369303e-08,1.8287318069513316e-06,1.2217730289755118e-06,0.0,0.0,5.629263466933607e-07,4.403243128245952e-08
0_01581,3.2532656566877723e-06,2.251409793542589e-06,0.0,0.0,9.812167004690606e-07,2.0639162676122016e-08,9.792552622727042e-07,7.834824485661101e-07,0.0,0.0,0.0,1.9577281370659425e-07,2.288452816595778e-06,2.2328675790083302e-06,0.0,0.0,0.0,5.5585237587447634e-08,5.779475323384099e-06,4.588556921007124e-06,0.0,0.0,1.1245373963677158e-06,6.638100600925897e-08,1.6471201210451308e-08,1.6471201210451308e-08,0.0,0.0,0.0,0.0,4.008704634902089e-06,3.835876501824264e-06,0.0,0.0,1.5953366129921787e-07,1.329447177860824e-08,2.219945364944737e-06,2.214235377933356e-06,0.0,0.0,0.0,5.709987011380976e-09,2.1235753065714087e-06,1.7472020302645546e-06,0.0,0.0,3.732827671696383e-07,3.0905091372161268e-09,6.072744613987388e-06,3.350483796394113e-06,0.0,8.085223654930367e-10,2.689479777565152e-06,3.197251766263087e-08,2.666205746734412e-06,2.1288309885032418e-06,0.0,1.7378794255328623e-07,3.635868156778834e-07,0.0,3.4517924346063735e-06,2.4380660830796934e-06,0.0,0.0,9.829648051680031e-07,3.076154635867716e-08,2.921459499689445e-06,2.0490044060065013e-06,0.0,0.0,8.673062330556402e-07,5.148860627302768e-09,3.1792017590398937e-06,2.126882277365926e-06,0.0,0.0,1.0320713154896569e-06,2.024816618431032e-08,3.3425724203791395e-06,2.3257659722080157e-06,5.796984797601865e-09,0.0,9.983113124420868e-07,1.2698150931434338e-08,3.2425992284014333e-06,2.2440283822350638e-06,0.0,0.0,9.77999242935259e-07,2.0571603231110064e-08,6.7998039674286e-06,5.044556297891417e-06,0.0,0.0,1.6234307248574663e-06,1.3181694467971562e-07,2.392513465247685e-05,2.064427131856311e-05,0.0,0.0,1.6727897711943688e-06,1.608073562719374e-06,3.187809962535665e-06,2.1705790172835583e-06,0.0,0.0,1.000584260824775e-06,1.6646684427332055e-08,2.773203409290724e-06,1.7537222758334733e-06,0.0,0.0,1.008478663051673e-06,1.1002470405577987e-08,1.553389746282419e-06,1.0878841855695186e-06,0.0,0.0,4.462225127467742e-07,1.92830479661264e-08
0_01765,3.220967013017618e-06,2.1706509275864587e-06,0.0,0.0,1.0308675683770404e-06,1.944851705411936e-08,1.2359408010302844e-06,1.1101791485323106e-06,0.0,0.0,0.0,1.2576165249797352e-07,2.1854558309893363e-06,2.10220192453848e-06,0.0,0.0,1.0664783652937105e-08,7.258912279791932e-08,5.983746609199822e-06,4.713494061666088e-06,0.0,0.0,1.2218220544322806e-06,4.8430493101453774e-08,2.2113542121370903e-08,2.2113542121370903e-08,0.0,0.0,0.0,0.0,3.53041101319407e-06,3.4134656361821107e-06,0.0,0.0,9.095751076022474e-08,2.5987866251733978e-08,2.3294766062692607e-06,2.327983685670864e-06,0.0,0.0,0.0,1.4929205983969221e-09,2.1419057830037728e-06,1.747038372979018e-06,0.0,0.0,3.896946117676893e-07,5.172798257065845e-09,5.5628032544796685e-06,3.3425030768634827e-06,0.0,7.803310065788691e-10,2.208026415072664e-06,1.1493431536943414e-08,2.4101884764502644e-06,1.8881290355403515e-06,0.0,2.3416085693848896e-07,2.87898583971424e-07,0.0,3.5496686325606924e-06,2.4358234831990064e-06,0.0,0.0,1.0327041294948912e-06,8.11410198667952e-08,2.925001262842968e-06,1.9780543160223795e-06,0.0,0.0,9.283050710051336e-07,1.8641875815454466e-08,3.2534348750950062e-06,2.2011320195367815e-06,0.0,0.0,1.0121489574637758e-06,4.015389809444852e-08,3.2852667361621307e-06,2.245171449603909e-06,0.0,0.0,1.0250007759677318e-06,1.5094510590489732e-08,3.210638763324033e-06,2.163690009352279e-06,0.0,0.0,1.0275627147001896e-06,1.9386039271564214e-08,6.791629605452661e-06,5.056577023436586e-06,0.0,0.0,1.6706529541177875e-06,6.439962789828746e-08,2.3721646701096925e-05,2.0710255465102743e-05,0.0,0.0,1.7251823327198104e-06,1.286208903274366e-06,3.411853666021634e-06,2.325788009990254e-06,0.0,0.0,1.0761453858112892e-06,9.920270220090408e-09,2.8482113045608748e-06,1.7473351116582767e-06,0.0,0.0,1.0747574500232158e-06,2.6118742879382314e-08,1.2080093000186027e-06,7.838146143910981e-07,0.0,0.0,4.2358987962096063e-07,6.04806006543893e-10
0_01971,3.3730135096911636e-06,2.181740896130524e-06,0.0,0.0,1.1776449950914188e-06,1.3627618469221594e-08,1.540270719785089e-06,1.4476489987229915e-06,0.0,0.0,0.0,9.262172106209748e-08,2.0140958292806524e-06,1.9608163119621696e-06,0.0,0.0,0.0,5.3279517318482905e-08,6.0125072485866665e-06,4.6024164297305095e-06,0.0,0.0,1.3815510590417075e-06,2.8539759814446867e-08,2.459380338045565e-09,2.459380338045565e-09,0.0,0.0,0.0,0.0,4.197265963504786e-06,3.9634019372936856e-06,0.0,0.0,1.429169049067814e-07,9.094712130431753e-08,2.527371279109121e-06,2.5220372816684638e-06,0.0,0.0,0.0,5.333997440657756e-09,2.1576496477732387e-06,1.7658921578990193e-06,0.0,0.0,3.856097152754967e-07,6.147774598723223e-09,5.0890405751406035e-06,3.251564907383806e-06,0.0,0.0,1.830404028434179e-06,7.071639322618528e-09,1.8257456326292232e-06,1.4151123789972083e-06,0.0,2.3063185181686178e-07,1.8000140181515298e-07,0.0,3.7171932491290363e-06,2.412820569600893e-06,0.0,0.0,1.179743050239299e-06,1.246296292888443e-07,3.09250152534854e-06,2.023220828541412e-06,0.0,0.0,1.0530638679957616e-06,1.6216828811367398e-08,3.4499137121093286e-06,2.2222724605724875e-06,0.0,0.0,1.21067725792014e-06,1.69639936167014e-08,3.417248427499393e-06,2.2262309751334837e-06,1.1706608620512053e-09,0.0,1.1686771908245925e-06,2.116960067926661e-08,3.3613705405896175e-06,2.1742140418059865e-06,0.0,0.0,1.1735758406508505e-06,1.3580658132780666e-08,7.032142770910672e-06,4.899594242249725e-06,0.0,0.0,2.0245878296792025e-06,1.0796069898174462e-07,2.3736834831222517e-05,2.031814534562249e-05,0.0,0.0,2.1129357404385244e-06,1.3057537451615022e-06,3.481851610279432e-06,2.243757917977554e-06,0.0,0.0,1.2247225137334104e-06,1.3371178568468183e-08,2.905126720320226e-06,1.6323886930434329e-06,0.0,0.0,1.2472028956123954e-06,2.5535131664397773e-08,8.068330060185848e-07,3.753091921009982e-07,0.0,0.0,4.273198567753637e-07,4.2039571422228276e-09
0_022,1.4482861355764897e-06,1.5287260444059957e-08,0.0,0.0,1.43272946188653e-06,2.69413245899582e-10,5.734323681163578e-07,5.71654446160372e-07,0.0,0.0,0.0,1.7779219559854708e-09,3.7752943439122756e-07,3.772032926075183e-07,0.0,0.0,0.0,3.261417837093975e-10,1.6369128025523328e-06,0.0,0.0,0.0,1.6358022478847823e-06,1.1105546675508265e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.4334824014075604e-06,1.2798950012567499e-06,0.0,0.0,1.2798950012567506e-07,2.5597900025135004e-08,1.1306337682835122e-06,1.1306337682835122e-06,0.0,0.0,0.0,0.0,5.019604526620137e-07,6.678468401370848e-08,0.0,0.0,4.351757686483052e-07,0.0,1.5984018862531886e-06,2.3397195066237804e-09,0.0,0.0,1.5949122648103227e-06,1.1499019362419312e-09,1.1906517367435892e-07,2.668554695905973e-09,0.0,8.151157628438203e-09,1.0646616041692037e-07,1.7793009330944155e-09,1.8921129766612406e-06,4.2221580089341577e-07,0.0,0.0,1.4352819674680594e-06,3.46152082997654e-08,1.2777804015017334e-06,2.267062592203813e-09,0.0,0.0,1.2749498890266672e-06,5.634498828623828e-10,1.4361111501257506e-06,1.768907774462764e-09,0.0,0.0,1.4340094670134971e-06,3.327753377906287e-10,1.4307680878780088e-06,1.9290887499103147e-08,1.175804783205069e-09,0.0,1.4092081816369208e-06,1.093213958779681e-09,1.4437885802455317e-06,1.5239245090128204e-08,0.0,0.0,1.4282807588575762e-06,2.6857629782733963e-10,2.6302577164286774e-06,1.620304542242191e-07,0.0,2.056683101799764e-10,2.4582018945857948e-06,9.819699308482886e-09,4.191270828744492e-06,1.289850249430376e-06,0.0,0.0,2.5459314151981047e-06,3.554891641160105e-07,1.5005753419896342e-06,1.5280150939108933e-08,0.0,0.0,1.4810711038246247e-06,4.224087225900519e-09,1.5888110282797715e-06,6.097481803166842e-08,0.0,3.6435938063460687e-10,1.5274718508674684e-06,0.0,5.220643348411115e-07,6.895796057233233e-08,0.0,0.0,4.501546251833955e-07,2.951749085383602e-09
0_0244,1.6635292245320624e-06,1.4004093062907832e-08,0.0,5.048148204777733e-10,1.6481047941826548e-06,9.155224660227608e-10,6.203281969849442e-07,6.203281969849442e-07,0.0,0.0,0.0,0.0,4.2338749520602303e-07,4.231823160901065e-07,0.0,0.0,0.0,2.0517911591656642e-10,1.7710215631165734e-06,0.0,0.0,0.0,1.7708799900958089e-06,1.4157302076447972e-10,1.2969336724250027e-08,1.2969336724250027e-08,0.0,0.0,0.0,0.0,1.5102761014829653e-06,1.3182918512944531e-06,0.0,0.0,1.5358740015081001e-07,3.8396850037702503e-08,1.1197089775731191e-06,1.1113990792632936e-06,0.0,0.0,8.309898309825508e-09,0.0,6.038180377689778e-07,3.704720984992002e-08,0.0,0.0,5.666373372363978e-07,1.334906826600577e-10,1.4435336833776091e-06,4.613596669785998e-09,0.0,2.097778205529204e-10,1.4387103088872704e-06,0.0,1.3121200023636973e-07,1.534988422694943e-09,0.0,3.908640536237631e-09,1.2576837127743713e-07,0.0,2.329323605454958e-06,5.839552304774563e-07,0.0,5.057141826261664e-10,1.6510410056573301e-06,9.382165513754528e-08,1.4514403852158243e-06,6.630267559264722e-09,0.0,5.083171696920484e-10,1.444147464890902e-06,1.5433559596600153e-10,1.6702457239260913e-06,1.4084473322978837e-08,0.0,0.0,1.6561612506031118e-06,0.0,1.6528410893482838e-06,1.3829946584544044e-08,1.2955758653884732e-09,2.846052411694053e-10,1.637430961657182e-06,0.0,1.659228505332899e-06,1.3964615204396385e-08,0.0,5.03510527834952e-10,1.6438472287147197e-06,9.131508859477186e-10,2.915910802463499e-06,1.5629445641523228e-07,0.0,2.616596350515746e-10,2.7490764323509216e-06,1.0278254062293726e-08,4.421881767999498e-06,1.2122216610830928e-06,0.0,3.256181153201568e-10,2.9102595587856183e-06,2.990749300154653e-07,1.6555774671613212e-06,1.0904335093768827e-08,0.0,1.112290422658866e-10,1.6437763012034285e-06,7.856018218584315e-10,1.7748352401595641e-06,2.59686420618916e-08,0.0,1.0817711932613674e-09,1.747784826904411e-06,0.0,6.465968783470413e-07,2.377073195932435e-07,0.0,0.0,4.0260708537957647e-07,6.282473374221315e-09
0_02705,1.8281934767201599e-06,3.992259109161212e-09,0.0,3.572047315173998e-10,1.823844012879481e-06,0.0,7.023435992408678e-07,7.021332656774118e-07,0.0,0.0,0.0,2.10333563455993e-10,4.7334716573080655e-07,4.7301358643729755e-07,0.0,0.0,0.0,3.3357929350915104e-10,1.899851746244411e-06,2.4420326904133305e-09,0.0,0.0,1.8962732011306354e-06,1.1365124233623474e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.983837251947963e-06,1.7150593016840451e-06,0.0,2.5597900025135004e-08,2.1758215021364755e-07,2.5597900025135004e-08,1.1105250566886258e-06,1.1105250566886258e-06,0.0,0.0,0.0,0.0,6.725858920301197e-07,5.8887006646563124e-08,0.0,5.129065187259675e-10,6.107513355646115e-07,2.434643300219133e-09,1.3400695858190942e-06,1.5768709569035967e-08,0.0,1.7588820810615754e-10,1.3240203811630842e-06,1.0460687886765843e-10,8.313050880894933e-08,8.943117516974971e-09,0.0,4.01750810372668e-09,7.016988318824768e-08,0.0,2.6933592150754146e-06,8.411161626378859e-07,0.0,3.5784111619099076e-10,1.8270933157985291e-06,2.4791895522808062e-08,1.605687679729173e-06,1.0934046186254136e-08,0.0,5.976950766556147e-10,1.5939986386301125e-06,1.5729983615102645e-10,1.838201687469981e-06,1.6907583099833898e-08,0.0,7.959912501859724e-10,1.8188140261608987e-06,1.684086959063187e-09,1.8063501770307155e-06,3.9444896647764254e-09,0.0,3.5293672728741316e-10,1.802052750638652e-06,0.0,1.8229845659688977e-06,3.980740614800561e-09,0.0,3.5618674597477007e-10,1.8186476386081227e-06,0.0,3.1412606293109383e-06,4.935325524623645e-08,0.0,1.3174153248069494e-09,3.0810913663224763e-06,9.498592417418806e-09,4.850613186437464e-06,1.282683758649047e-06,0.0,8.258563587039857e-10,3.3092457739617262e-06,2.578577974679857e-07,1.8083968935691845e-06,6.172027288778415e-09,0.0,3.354869464954263e-10,1.8014342365285737e-06,4.551428053370498e-10,2.0897755854431847e-06,5.789700429690652e-08,0.0,1.0354471433806432e-09,2.0290118136997296e-06,1.8313203031685188e-09,9.004088939538887e-07,5.090200674700549e-07,0.0,0.0,3.836148222914901e-07,7.774004192343678e-09
0_03,1.952114646984376e-06,8.669010901287884e-09,0.0,2.285523867441844e-10,1.9408952135957473e-06,2.321870100595633e-09,7.771564665547365e-07,7.771564665547365e-07,0.0,0.0,0.0,0.0,6.341669659273663e-07,6.341669659273663e-07,0.0,0.0,0.0,0.0,1.9791638792166198e-06,0.0,0.0,0.0,1.976686633381907e-06,2.477245834713164e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.3038110022621497e-06,1.9198425018851254e-06,0.0,0.0,2.6877795026391755e-07,1.1519055011310751e-07,1.2677416672692222e-06,1.2677416672692222e-06,0.0,0.0,0.0,0.0,2.921644600324545e-07,6.628072636484763e-09,0.0,0.0,2.8553638739596966e-07,0.0,1.514133073374183e-06,1.5346217569088886e-08,0.0,2.3036358897138432e-10,1.4985564922161233e-06,0.0,8.08955005760538e-08,1.4684234944048309e-09,0.0,8.40607676021616e-09,7.10210003214328e-08,0.0,3.1714254450731063e-06,1.0253327823761814e-06,0.0,2.2895956846156752e-10,1.944353051238971e-06,2.0151065188949237e-07,1.737467197108989e-06,1.3741342272062854e-08,0.0,4.705309496306283e-10,1.7223729271549388e-06,8.823967323567657e-10,1.9397088670273925e-06,0.0,0.0,1.618143497289941e-10,1.938294574599568e-06,1.2524780780957665e-09,1.928981392183124e-06,8.565917377321248e-09,0.0,2.258439372570992e-10,1.917895336707245e-06,2.294294161300099e-09,1.945500553363057e-06,8.639809465972303e-09,0.0,2.2777802315406065e-10,1.9343189339828913e-06,2.3140318910389914e-09,3.4377794261948274e-06,1.1984884081968938e-07,0.0,8.480800766682021e-10,3.3032977615333216e-06,1.3784743765147355e-08,5.410692437296971e-06,1.5762056709011694e-06,0.0,6.67406632239474e-10,3.520412005434906e-06,3.1340735432865496e-07,1.981341844724147e-06,1.7981689502470137e-08,0.0,2.27402893132191e-10,1.9610609246243402e-06,2.071827704204005e-09,2.1490268363401617e-06,8.641259251394948e-08,0.0,5.432388047991389e-10,2.06156755539553e-06,5.034496258830296e-10,1.1814493661453985e-06,8.597155678620957e-07,0.0,0.0,3.1410657517080844e-07,7.627223112494405e-09
