Z_i,A total  [Msun^{-1}],A I_classic  [Msun^{-1}],A II_only_stable_MT  [Msun^{-1}],A III_single_core_CE  [Msun^{-1}],A IV_double_core_CE  [Msun^{-1}],A V_other  [Msun^{-1}],B total  [Msun^{-1}],B I_classic  [Msun^{-1}],B II_only_stable_MT  [Msun^{-1}],B III_single_core_CE  [Msun^{-1}],B IV_double_core_CE  [Msun^{-1}],B V_other  [Msun^{-1}],C total  [Msun^{-1}],C I_classic  [Msun^{-1}],C II_only_stable_MT  [Msun^{-1}],C III_single_core_CE  [Msun^{-1}],C IV_double_core_CE  [Msun^{-1}],C V_other  [Msun^{-1}],D total  [Msun^{-1}],D I_classic  [Msun^{-1}],D II_only_stable_MT  [Msun^{-1}],D III_single_core_CE  [Msun^{-1}],D IV_double_core_CE  [Msun^{-1}],D V_other  [Msun^{-1}],E total  [Msun^{-1}],E I_classic  [Msun^{-1}],E II_only_stable_MT  [Msun^{-1}],E III_single_core_CE  [Msun^{-1}],E IV_double_core_CE  [Msun^{-1}],E V_other  [Msun^{-1}],F total  [Msun^{-1}],F I_classic  [Msun^{-1}],F II_only_stable_MT  [Msun^{-1}],F III_single_core_CE  [Msun^{-1}],F IV_double_core_CE  [Msun^{-1}],F V_other  [Msun^{-1}],G total  [Msun^{-1}],G I_classic  [Msun^{-1}],G II_only_stable_MT  [Msun^{-1}],G III_single_core_CE  [Msun^{-1}],G IV_double_core_CE  [Msun^{-1}],G V_other  [Msun^{-1}],H total  [Msun^{-1}],H I_classic  [Msun^{-1}],H II_only_stable_MT  [Msun^{-1}],H III_single_core_CE  [Msun^{-1}],H IV_double_core_CE  [Msun^{-1}],H V_other  [Msun^{-1}],I total  [Msun^{-1}],I I_classic  [Msun^{-1}],I II_only_stable_MT  [Msun^{-1}],I III_single_core_CE  [Msun^{-1}],I IV_double_core_CE  [Msun^{-1}],I V_other  [Msun^{-1}],J total  [Msun^{-1}],J I_classic  [Msun^{-1}],J II_only_stable_MT  [Msun^{-1}],J III_single_core_CE  [Msun^{-1}],J IV_double_core_CE  [Msun^{-1}],J V_other  [Msun^{-1}],K total  [Msun^{-1}],K I_classic  [Msun^{-1}],K II_only_stable_MT  [Msun^{-1}],K III_single_core_CE  [Msun^{-1}],K IV_double_core_CE  [Msun^{-1}],K V_other  [Msun^{-1}],L total  [Msun^{-1}],L I_classic  [Msun^{-1}],L II_only_stable_MT  [Msun^{-1}],L III_single_core_CE  [Msun^{-1}],L IV_double_core_CE  [Msun^{-1}],L V_other  [Msun^{-1}],M total  [Msun^{-1}],M I_classic  [Msun^{-1}],M II_only_stable_MT  [Msun^{-1}],M III_single_core_CE  [Msun^{-1}],M IV_double_core_CE  [Msun^{-1}],M V_other  [Msun^{-1}],N total  [Msun^{-1}],N I_classic  [Msun^{-1}],N II_only_stable_MT  [Msun^{-1}],N III_single_core_CE  [Msun^{-1}],N IV_double_core_CE  [Msun^{-1}],N V_other  [Msun^{-1}],O total  [Msun^{-1}],O I_classic  [Msun^{-1}],O II_only_stable_MT  [Msun^{-1}],O III_single_core_CE  [Msun^{-1}],O IV_double_core_CE  [Msun^{-1}],O V_other  [Msun^{-1}],P total  [Msun^{-1}],P I_classic  [Msun^{-1}],P II_only_stable_MT  [Msun^{-1}],P III_single_core_CE  [Msun^{-1}],P IV_double_core_CE  [Msun^{-1}],P V_other  [Msun^{-1}],Q total  [Msun^{-1}],Q I_classic  [Msun^{-1}],Q II_only_stable_MT  [Msun^{-1}],Q III_single_core_CE  [Msun^{-1}],Q IV_double_core_CE  [Msun^{-1}],Q V_other  [Msun^{-1}],R total  [Msun^{-1}],R I_classic  [Msun^{-1}],R II_only_stable_MT  [Msun^{-1}],R III_single_core_CE  [Msun^{-1}],R IV_double_core_CE  [Msun^{-1}],R V_other  [Msun^{-1}],S total  [Msun^{-1}],S I_classic  [Msun^{-1}],S II_only_stable_MT  [Msun^{-1}],S III_single_core_CE  [Msun^{-1}],S IV_double_core_CE  [Msun^{-1}],S V_other  [Msun^{-1}],T total  [Msun^{-1}],T I_classic  [Msun^{-1}],T II_only_stable_MT  [Msun^{-1}],T III_single_core_CE  [Msun^{-1}],T IV_double_core_CE  [Msun^{-1}],T V_other  [Msun^{-1}]
0_00101,2.798669339679786e-06,7.961485885959126e-07,0.0,0.0,1.9396146082523524e-06,6.290614283152128e-08,1.067193867467567e-06,9.846111633734052e-07,0.0,0.0,0.0,8.258270409416227e-08,1.1252422601508943e-06,1.0775748271124624e-06,0.0,0.0,0.0,4.7667433038432136e-08,2.4829839626055932e-06,3.9189380106737975e-07,0.0,0.0,2.009109079523609e-06,8.198108201460334e-08,9.295826270854305e-09,0.0,0.0,0.0,9.295826270854305e-09,0.0,2.237447917049765e-06,1.858959672988216e-06,0.0,0.0,3.784882440615489e-07,0.0,3.5072139254713667e-06,3.5068091413145377e-06,0.0,0.0,0.0,4.047841568285095e-10,1.1343865096497822e-06,1.0447696457947537e-06,0.0,0.0,8.96168638550287e-08,0.0,1.4557925000000034e-05,2.4635440720799353e-06,0.0,3.925684424754107e-07,1.1662729420678802e-05,3.9083064765888634e-08,8.634149037370694e-06,3.1554655344868333e-06,0.0,3.401899405541026e-07,5.069174312205548e-06,6.931925012421143e-08,2.8140643802635715e-06,7.975669817888898e-07,0.0,0.0,1.9430701644095212e-06,7.342723406516009e-08,2.2014843610598284e-06,5.605239086298335e-07,0.0,0.0,1.5920196746342288e-06,4.8940777795766595e-08,2.43552221377546e-06,7.628430780817513e-07,0.0,0.0,1.672679135693708e-06,0.0,2.964780816145756e-06,7.53910191581378e-07,2.8315387242532284e-08,0.0,2.131519692917532e-06,5.1035544404313795e-08,2.8838092234952537e-06,7.847505780589493e-07,0.0,0.0,2.0523780826783242e-06,4.668056275798008e-08,4.228046180243676e-06,1.0118977509913537e-06,0.0,0.0,3.0224349699479147e-06,1.9371345930440605e-07,6.945441499221981e-06,2.350407486386812e-06,0.0,0.0,3.006075224755169e-06,1.5889587880800026e-06,2.720301420882934e-06,7.280858907308356e-07,0.0,0.0,1.916899336528665e-06,7.531619362343365e-08,2.8134472765297073e-06,7.967014101723165e-07,0.0,0.0,1.9553299581319167e-06,6.141590822547286e-08,3.244899672570343e-06,9.68110588692774e-07,0.0,0.0,2.2019892464086942e-06,7.479983746887457e-08
0_00113,3.1572433923221168e-06,3.3251095214959435e-07,0.0,0.0,2.7595811865008255e-06,6.515125367169717e-08,6.093136352595258e-07,5.368511820650741e-07,0.0,0.0,0.0,7.246245319445164e-08,8.951871198320721e-07,8.491245404946352e-07,0.0,0.0,0.0,4.6062579337436805e-08,3.451989537705393e-06,4.663717119236761e-07,0.0,0.0,2.884008792103495e-06,1.0160903367822241e-07,9.982863785998652e-08,8.96395496960098e-08,0.0,0.0,1.01890881639767e-08,0.0,1.9255771362242023e-06,1.4236764437842953e-06,0.0,0.0,5.019006924399073e-07,0.0,5.1397811150163085e-06,5.1270253563249314e-06,0.0,0.0,1.2755758691378211e-08,0.0,6.551385530329721e-07,4.101544145889742e-07,0.0,0.0,1.2101077485974802e-07,1.2397336358424972e-07,1.5655862431112272e-05,2.4830944244221783e-06,0.0,5.597824298736303e-07,1.2510839971064384e-05,1.0214560575207485e-07,8.765391808717815e-06,3.414287603324365e-06,0.0,3.625404954850893e-07,4.920724081178459e-06,6.783962872990066e-08,3.1662948721876094e-06,3.33103343165386e-07,0.0,0.0,2.764497569229462e-06,6.869395979276182e-08,2.577230682192873e-06,3.2426767357995965e-07,0.0,0.0,2.188611383352059e-06,6.435162526085527e-08,2.8551403577053885e-06,3.380034322728535e-07,0.0,0.0,2.4837401786010087e-06,3.3396746831525266e-08,3.336060823642168e-06,3.127821731329159e-07,1.828308049643431e-08,3.5188665185488947e-08,2.902465445236732e-06,6.734145959059713e-08,3.1603242318226015e-06,3.2151194408041004e-07,0.0,0.0,2.760370985963961e-06,7.844130177823047e-08,4.711040896347284e-06,3.963485227270443e-07,0.0,0.0,4.200313752167616e-06,1.1437862145262382e-07,5.6383282681755174e-06,1.0090640456755894e-06,0.0,0.0,4.0626210131066116e-06,5.666432093933146e-07,3.226756511329105e-06,3.5760718328996467e-07,0.0,0.0,2.842715775693017e-06,2.6433552346123834e-08,3.239616117182878e-06,3.618139629725237e-07,0.0,0.0,2.7993619925655262e-06,7.84401616448284e-08,3.322027490706138e-06,3.3161396287575283e-07,0.0,0.0,2.8988618120277563e-06,9.155171580262993e-08
0_00126,3.454328896585228e-06,2.476842474945152e-07,0.0,0.0,3.133659852262782e-06,7.298479682793082e-08,4.6486665852582514e-07,3.7919815312749903e-07,0.0,0.0,0.0,8.566850539832609e-08,9.395222925159386e-07,8.303753842054218e-07,0.0,0.0,0.0,1.0914690831051703e-07,3.636233201483622e-06,3.2908190962128037e-07,0.0,0.0,3.2060952547939448e-06,1.0105603706839688e-07,6.429318204427665e-08,5.5060835280325795e-08,0.0,0.0,9.232346763950861e-09,0.0,1.6059852015654802e-06,1.0840950863823472e-06,0.0,0.0,5.218901151831339e-07,0.0,6.155260828971476e-06,6.0266515962306975e-06,0.0,0.0,1.2860923274077738e-07,0.0,7.300489107394927e-07,3.818495127995729e-07,0.0,0.0,2.31704285767902e-07,1.164951121720176e-07,1.582502972957435e-05,2.2931697090440792e-06,0.0,7.693982197573024e-07,1.2695761543593898e-05,6.670025717907482e-08,8.782918235942906e-06,3.415369505089636e-06,0.0,3.8721474070416033e-07,4.940692449491769e-06,3.9641540657341624e-08,3.4767034313754723e-06,2.481255139310651e-07,0.0,0.0,3.1392426817335903e-06,8.933523571081651e-08,2.8657724372663737e-06,1.741205561934514e-07,0.0,0.0,2.6218584697534725e-06,6.979341131945058e-08,2.8639363418097193e-06,1.6387312961131976e-07,0.0,0.0,2.633530308592193e-06,6.653290360620612e-08,3.806505697277356e-06,2.2876398357502853e-07,2.2380794318915598e-08,2.2596380740864373e-08,3.452830187424904e-06,7.993435121764346e-08,3.475259565504698e-06,2.3067548539600715e-07,0.0,0.0,3.1763614795963327e-06,6.822260051235871e-08,5.435750450798331e-06,4.053430758539932e-07,0.0,0.0,4.8520659106140835e-06,1.7834146433025435e-07,5.729847177974651e-06,6.002996194313289e-07,0.0,0.0,4.727879702169252e-06,4.0166785637407116e-07,3.520826840168128e-06,3.497344705190616e-07,0.0,0.0,3.107808510258892e-06,6.328385939017537e-08,3.3629013889639374e-06,2.1945547809934536e-07,0.0,0.0,3.067438348035161e-06,7.600756282943077e-08,3.750088999684809e-06,2.1522288847524643e-07,0.0,0.0,3.4704488072249063e-06,6.441730398465688e-08
0_0014,3.955698076678875e-06,2.9113118320418115e-07,0.0,0.0,3.5872378348756724e-06,7.732905859902206e-08,5.198266717523163e-07,4.1910901146948216e-07,0.0,0.0,0.0,1.0071766028283432e-07,7.829663160888636e-07,7.438566326870061e-07,0.0,0.0,0.0,3.9109683401857456e-08,4.027399989987101e-06,4.918828053099396e-07,0.0,0.0,3.4728958964060957e-06,6.262128827106578e-08,1.3985450433404447e-07,1.3985450433404447e-07,0.0,0.0,0.0,0.0,1.3023575389260638e-06,9.062369608627243e-07,0.0,0.0,3.9612057806333976e-07,0.0,6.534382164820753e-06,6.3679304535070965e-06,0.0,0.0,1.6300829814409205e-07,3.4434131695642963e-09,7.02858579635689e-07,3.1632294720403807e-07,0.0,0.0,2.189288784098807e-07,1.6760675402177026e-07,1.602825799187427e-05,2.1882222789952326e-06,0.0,8.994072881900812e-07,1.2869632260472066e-05,7.099616421689018e-08,8.914490645237919e-06,3.5014956534298553e-06,0.0,5.19488455772354e-07,4.843810968470193e-06,4.969556756551378e-08,3.966788130902505e-06,2.916498533298778e-07,0.0,0.0,3.5936287445619546e-06,8.150953301067322e-08,3.202601495147588e-06,1.371835151053626e-07,0.0,0.0,2.956454786400003e-06,1.0896319364222248e-07,3.331063973527333e-06,2.245999916549697e-07,0.0,0.0,3.020479654372562e-06,8.598432749980166e-08,4.239004770253245e-06,2.769661884371673e-07,2.518176720177412e-08,5.161290377443597e-08,3.779387270608216e-06,1.0585664023165213e-07,3.992155027340276e-06,2.9704114138831514e-07,0.0,0.0,3.6047947780631362e-06,9.031910788882539e-08,5.867206743412955e-06,3.435962706490415e-07,0.0,0.0,5.385812627524965e-06,1.3779784523894648e-07,6.172930160744601e-06,4.772583225838341e-07,0.0,0.0,5.304841571935327e-06,3.9083026622543954e-07,3.985071470471828e-06,2.730852146949777e-07,0.0,0.0,3.6191203513182464e-06,9.286590445860373e-08,3.851042116195632e-06,2.8648778138539487e-07,0.0,0.0,3.5159042795465582e-06,4.865005526367663e-08,4.261420599509143e-06,2.536891981526968e-07,0.0,0.0,3.942952408585163e-06,6.47789927712827e-08
0_00157,4.249523634519633e-06,2.205272902679817e-07,0.0,0.0,3.9499108489436375e-06,7.908549530801454e-08,3.939431132751493e-07,2.5358724344313163e-07,0.0,0.0,0.0,1.4035586983201774e-07,8.326536122833426e-07,7.869871385353947e-07,0.0,0.0,0.0,4.566647374794801e-08,4.0628632325646035e-06,3.213270363319602e-07,0.0,0.0,3.7062579091148107e-06,3.527828711783099e-08,5.846728190521496e-08,3.748090536700672e-08,0.0,0.0,2.098637653820825e-08,0.0,1.363277528676116e-06,9.758055433843737e-07,0.0,0.0,3.874719852917429e-07,0.0,6.73345854596289e-06,6.4724069860750876e-06,0.0,0.0,2.610515598878047e-07,0.0,7.372644558791928e-07,3.683036295637415e-07,0.0,0.0,2.0801435392312415e-07,1.6094647239232714e-07,1.594970429209646e-05,2.1233547779297263e-06,0.0,9.6595336597858e-07,1.281216291163892e-05,4.823323654923548e-08,9.090117403684296e-06,3.7199173245547205e-06,0.0,5.99851418494007e-07,4.7157601128766435e-06,5.4588547758927165e-08,4.268776785399024e-06,2.209201747268155e-07,0.0,0.0,3.957662050945707e-06,9.019455972650166e-08,3.3130715966834234e-06,1.9395839668475308e-07,0.0,0.0,3.069385485940403e-06,4.972771405826688e-08,3.5440440177243294e-06,2.2548817438943352e-07,0.0,0.0,3.3185558433348955e-06,0.0,4.531119473510655e-06,1.9490483587493926e-07,2.56928316594331e-08,4.689578644105537e-08,4.196546106283128e-06,6.707991325209878e-08,4.23534235341119e-06,2.19795563127164e-07,0.0,0.0,3.936724118944963e-06,7.882267133906307e-08,6.140997173466152e-06,2.0311115148757442e-07,0.0,0.0,5.861237569456174e-06,7.664845252240423e-08,6.526311039289379e-06,4.315420225804489e-07,0.0,0.0,5.842933547121259e-06,2.518354695876713e-07,4.311936494686336e-06,2.692792455142093e-07,0.0,0.0,3.955413745474248e-06,8.724350369788009e-08,4.095809807905519e-06,2.22434309050378e-07,0.0,0.0,3.8048575433493287e-06,6.851795550581241e-08,4.5845320122121085e-06,1.3033052108742954e-07,0.0,0.0,4.416998354083509e-06,3.720313704116975e-08
0_00175,4.345230216533958e-06,1.37699202989209e-07,0.0,0.0,4.104982197313083e-06,1.0254881623166644e-07,6.16359842826457e-07,4.103098142867215e-07,0.0,0.0,0.0,2.0605002853973555e-07,8.02491129579349e-07,7.042842279648817e-07,0.0,0.0,0.0,9.820690161446695e-08,4.1326168833083805e-06,4.630987640458438e-07,0.0,0.0,3.6640338919977686e-06,5.484227264767848e-09,6.160983686854231e-08,5.33660588895214e-08,0.0,0.0,8.243777979020922e-09,0.0,1.4347867088478163e-06,1.0247420998664057e-06,0.0,0.0,3.7217814322032494e-07,3.786646576108529e-08,6.642517316955598e-06,6.333812322979527e-06,0.0,0.0,3.0870499397606874e-07,0.0,7.560069032752729e-07,3.8451711880288726e-07,0.0,0.0,2.110070687001772e-07,1.6048271577220849e-07,1.548358753275307e-05,1.87894254039856e-06,0.0,1.0067963158089492e-06,1.257411184912077e-05,2.373682742478845e-08,9.081329982391226e-06,3.552615151621152e-06,0.0,6.51702904788347e-07,4.820222442260231e-06,5.678948372149835e-08,4.404125421944973e-06,1.74780354895323e-07,0.0,0.0,4.1122955040115605e-06,1.170495630380912e-07,3.398903348517689e-06,1.02293616910018e-07,0.0,0.0,3.275915705082453e-06,2.0694026525216558e-08,3.7577625214328094e-06,2.6326781260326714e-07,0.0,0.0,3.4521167121705878e-06,4.237799665895441e-08,4.5256711351285725e-06,1.3048073832014758e-07,2.2767126374462045e-08,4.9903072705947285e-08,4.295909318788081e-06,2.661087893993436e-08,4.22674641686523e-06,1.3995153225753825e-07,0.0,0.0,4.0506091048251225e-06,3.618577978257057e-08,6.411646579734747e-06,2.055204289714611e-07,0.0,0.0,6.1418454289269135e-06,6.428072183637292e-08,6.4259100797793936e-06,2.584743140986381e-07,0.0,0.0,6.0362971023524775e-06,1.311386633282794e-07,4.162956887926789e-06,6.884951807133482e-08,0.0,0.0,4.058612966902893e-06,3.5494402952560245e-08,3.978407044940588e-06,1.4093482671778796e-07,0.0,0.0,3.8041119247154296e-06,3.336029350737097e-08,4.689673515681613e-06,9.706599221429314e-08,0.0,0.0,4.534975998955517e-06,5.7631524511803495e-08
0_00195,4.184124052623143e-06,1.3641156909231194e-07,0.0,0.0,4.047712483530829e-06,0.0,6.173120303160885e-07,2.469674991260502e-07,0.0,0.0,0.0,3.703445311900383e-07,6.889607812608471e-07,5.635046768066288e-07,0.0,0.0,0.0,1.2545610445421826e-07,3.803726489557714e-06,3.337269732405104e-07,0.0,0.0,3.4699995163172026e-06,0.0,4.6273539673569086e-08,3.662395041634497e-08,0.0,0.0,9.649589257224128e-09,0.0,8.997768311197487e-07,5.138814483942736e-07,0.0,0.0,3.8589538272547494e-07,0.0,6.625548366633153e-06,6.2681950072756565e-06,0.0,0.0,3.5735335935749784e-07,0.0,9.238920870978331e-07,4.941936871183872e-07,0.0,0.0,2.875495331704897e-07,1.4214886680895633e-07,1.4874462020837286e-05,1.840062759396928e-06,0.0,9.529437384244331e-07,1.2060307356552805e-05,2.114816646312291e-08,8.969809673495605e-06,3.7493747100760627e-06,0.0,6.595908809416345e-07,4.488473367024796e-06,7.237071545311288e-08,4.239175328188155e-06,1.7454034524620204e-07,0.0,0.0,4.054923760315097e-06,9.711222626856261e-09,3.3715471585868744e-06,1.864618454874959e-07,0.0,0.0,3.1850853130993783e-06,0.0,3.678597495462654e-06,1.3854893216294965e-07,0.0,0.0,3.50670653258722e-06,3.334203071248424e-08,4.352511517320424e-06,1.1720922760205462e-07,1.6163567124032953e-08,5.1387327880859364e-08,4.132322626939364e-06,3.5428767774113927e-08,4.166448153826405e-06,1.359328512771528e-07,0.0,0.0,4.030515302549251e-06,0.0,6.327341030410618e-06,1.2940460929992079e-07,0.0,1.3786382517148558e-09,6.196557782858983e-06,0.0,6.547195658702508e-06,3.1750112233719124e-07,0.0,0.0,6.067608726551223e-06,1.6208580981409412e-07,4.0282714477860435e-06,5.7486715339895894e-08,0.0,0.0,3.970784732446149e-06,0.0,4.002809111654053e-06,1.1318538508190264e-07,0.0,1.267567496742417e-09,3.888356159075408e-06,0.0,4.510074905149408e-06,8.651297762822664e-08,0.0,0.0,4.42356192752118e-06,0.0
0_00218,3.799778470310234e-06,4.8959126216878295e-08,0.0,0.0,3.702521914118399e-06,4.829742997495824e-08,5.56587546814566e-07,2.2034338526769867e-07,0.0,0.0,0.0,3.3624416154686735e-07,5.075147168767304e-07,3.6274934391391296e-07,0.0,0.0,0.0,1.4476537296281723e-07,3.6341272719753707e-06,4.4187267330685074e-07,0.0,0.0,3.1344578859126837e-06,5.779671275583589e-08,1.4798415090741172e-08,0.0,0.0,0.0,1.4798415090741172e-08,0.0,9.017190904480852e-07,3.2236223052081644e-07,0.0,0.0,5.435388179871165e-07,3.581804194015237e-08,6.5276686549032024e-06,5.900548000623494e-06,0.0,0.0,6.271206542797105e-07,0.0,9.100597967136377e-07,4.4342196274996404e-07,0.0,0.0,3.0294887162584636e-07,1.636889623378273e-07,1.3748587997643939e-05,1.7744622196670674e-06,0.0,9.954304321021887e-07,1.0978695345874684e-05,0.0,9.116336922171955e-06,3.843162646167078e-06,0.0,7.232918419375277e-07,4.488817683633468e-06,6.106475043388379e-08,3.816190539442691e-06,4.904635025062633e-08,0.0,0.0,3.709118210281024e-06,5.802597891104026e-08,3.060616025752222e-06,0.0,0.0,0.0,2.9814631343993532e-06,7.915289135286942e-08,3.492147543914936e-06,6.537339338762852e-08,0.0,0.0,3.4078371839029597e-06,1.893696662434729e-08,3.949368360862357e-06,2.5798267543092273e-08,1.5869803573408717e-08,2.317669637515648e-08,3.856747721507738e-06,2.7775871862960494e-08,3.7818982825269088e-06,4.153999750244435e-08,0.0,0.0,3.7122453945449767e-06,2.811289047948708e-08,6.0368681210976185e-06,1.6635511219847471e-07,0.0,8.309331429053923e-10,5.842967387527086e-06,2.671468822915253e-08,5.902240598656385e-06,8.270303877136445e-08,0.0,0.0,5.748026063476936e-06,7.151149640808443e-08,3.836798605066379e-06,0.0,0.0,1.0471856341046383e-09,3.7559180303582885e-06,7.98333890739839e-08,3.7850737552847083e-06,1.5326392116629818e-07,0.0,7.986166023665893e-10,3.6008434913125414e-06,3.016772620350181e-08,4.368733410768177e-06,9.518122745719082e-08,0.0,0.0,4.239364540343083e-06,3.41876429679025e-08
0_00243,3.5984178619658293e-06,7.1507800710868e-08,0.0,0.0,3.526910061254962e-06,0.0,5.693372084230667e-07,1.8186509477450969e-07,0.0,0.0,0.0,3.874721136485569e-07,4.057832213652411e-07,2.9124257524376536e-07,0.0,0.0,0.0,1.1454064612147567e-07,3.2495076081111337e-06,3.785189893836534e-07,0.0,0.0,2.8471794473719365e-06,2.380917135554512e-08,7.776102385676923e-08,7.202064241860554e-08,0.0,0.0,5.740381438163681e-09,0.0,1.0880152938857624e-06,6.244195023356393e-07,0.0,0.0,3.962926139446874e-07,6.730317760543588e-08,6.804685361297405e-06,5.866268173982583e-06,0.0,0.0,9.351770385886327e-07,3.2401487261882117e-09,8.943701983306514e-07,5.048888210741714e-07,0.0,0.0,2.4631394792286237e-07,1.4316742933361784e-07,1.2697562250403093e-05,1.7191152873180184e-06,0.0,8.813321097215235e-07,1.0086200106536226e-05,1.0914746827321674e-08,9.343974452292427e-06,4.0313176733436005e-06,0.0,8.339955569432336e-07,4.42939078045765e-06,4.927044154794252e-08,3.6122427954192278e-06,7.163519675128797e-08,0.0,0.0,3.5331934928841622e-06,7.414105783777512e-09,2.9044859860918104e-06,9.30066016373182e-08,0.0,0.0,2.8114793844544927e-06,0.0,3.3264496815400963e-06,7.414206784728347e-08,0.0,1.6291251740738915e-09,3.2149863947597696e-06,3.5692093758969935e-08,3.721323612475908e-06,6.34581822462784e-08,1.3403783865649793e-08,5.489859183284218e-08,3.589563054531138e-06,0.0,3.5868552479347223e-06,7.127714705172241e-08,0.0,0.0,3.515578100883e-06,0.0,5.537984955045788e-06,4.971556251806622e-08,0.0,1.5085506403847555e-09,5.448436552261068e-06,3.832428962626822e-08,5.670605486548741e-06,5.8209685108859025e-08,0.0,8.934788275580313e-10,5.525456642014127e-06,8.604568059819941e-08,3.687807087965709e-06,9.487120892842084e-08,0.0,0.0,3.592935879037288e-06,0.0,3.497244639610325e-06,1.3585276709688963e-07,0.0,0.0,3.343101717224946e-06,1.8290155288489208e-08,4.190098991651956e-06,9.393109689730925e-08,0.0,0.0,4.096167894754647e-06,0.0
0_00272,3.5396445209958677e-06,1.0894881908944151e-07,0.0,0.0,3.3911983713179825e-06,3.9497330588444197e-08,5.554152621956442e-07,1.2644286261746128e-07,0.0,0.0,0.0,4.2897239957818297e-07,4.7384518371560003e-07,2.8990787642083805e-07,0.0,0.0,0.0,1.8393730729476192e-07,2.9502053797299373e-06,4.956680133951636e-07,0.0,0.0,2.4545373663347743e-06,0.0,7.766230067898902e-08,6.196703825504152e-08,0.0,0.0,1.569526242394748e-08,0.0,1.508308679209141e-06,1.1119597778760836e-06,0.0,0.0,3.963489013330573e-07,0.0,6.834436179162682e-06,5.675786200472758e-06,0.0,0.0,1.1500830959755742e-06,8.566882714350896e-09,9.227422245747988e-07,6.029899561381569e-07,0.0,0.0,2.4832226159876964e-07,7.143000683787266e-08,1.1966269154228785e-05,1.699265820408409e-06,0.0,8.535295641293116e-07,9.412720984810824e-06,7.527848802374978e-10,9.293280901261118e-06,4.051339405042054e-06,0.0,8.233738064659195e-07,4.3625932825510216e-06,5.597440720212176e-08,3.7520486740304983e-06,3.068497932691741e-07,0.0,0.0,3.397240023284477e-06,4.7958857476846816e-08,2.7334200754644748e-06,2.2778370358325403e-08,0.0,0.0,2.7106417051061497e-06,0.0,3.063890817705866e-06,1.1470531506811893e-07,0.0,0.0,2.948570363117629e-06,6.151395201183629e-10,3.6105374164938484e-06,9.454016499415738e-08,6.368318408412747e-09,0.0,3.455308048260589e-06,5.4320884830687736e-08,3.5281786586769515e-06,1.0859505311330886e-07,0.0,0.0,3.3802143195589217e-06,3.9369286004720023e-08,5.193879552050159e-06,6.599484575903122e-08,0.0,7.983564866539027e-10,5.124243778685337e-06,2.8425711191361257e-09,5.429917164924009e-06,0.0,0.0,0.0,5.325165638870221e-06,1.047515260537878e-07,3.4134920027062696e-06,5.305463140503925e-08,0.0,0.0,3.3604373713012297e-06,0.0,3.297474621130141e-06,7.787241419818541e-08,0.0,1.192812408401357e-09,3.198134025147852e-06,2.0275369375702545e-08,3.857752418802486e-06,1.821605323688685e-08,0.0,0.0,3.80818783920476e-06,3.1348526360839284e-08
0_00303,3.183827477005565e-06,8.153211053460223e-08,0.0,0.0,3.059945445240045e-06,4.234992123091721e-08,6.439669652964207e-07,1.4219491147183772e-07,0.0,0.0,0.0,5.017720538245827e-07,3.8616604516724673e-07,1.660479133706797e-07,0.0,0.0,0.0,2.2011813179656687e-07,2.900775303041733e-06,5.350646604187236e-07,0.0,0.0,2.315801051635088e-06,4.9909590987921396e-08,9.236185395049306e-08,8.816760873678598e-08,0.0,0.0,4.194245213707087e-09,0.0,1.8082472486276768e-06,1.194225302164322e-06,0.0,0.0,5.495011193093629e-07,6.452082715399248e-08,6.274263362251485e-06,5.391476666065064e-06,0.0,0.0,8.808807372914013e-07,1.9059588950208822e-09,1.0022638977084524e-06,5.909882939738879e-07,0.0,0.0,2.983596710975773e-07,1.1291593263698726e-07,1.1520520394993946e-05,1.7194188988669617e-06,0.0,6.906136879195611e-07,9.083033887073507e-06,2.7453921133915092e-08,9.188407978416755e-06,4.145112567360866e-06,0.0,7.779163777678216e-07,4.2305672757210366e-06,3.481175756703056e-08,3.5438142483211397e-06,3.816995656987624e-07,0.0,0.0,3.065396947450285e-06,9.671773517209241e-08,2.557947850731112e-06,9.407057421768373e-08,0.0,0.0,2.3952943950345e-06,6.858288147892826e-08,2.940443216412597e-06,8.416879780767945e-08,0.0,0.0,2.816673002315017e-06,3.9601416289900896e-08,3.331607771449992e-06,7.486432894886539e-08,8.109691901369884e-09,3.619844992683872e-08,3.160222310497072e-06,5.2212990175846385e-08,3.173537683800335e-06,8.126835041631073e-08,0.0,0.0,3.050056345818813e-06,4.221298756521077e-08,4.958449477248868e-06,9.837696298422652e-08,0.0,1.2227544940862016e-09,4.7886543181878025e-06,7.019544158275218e-08,5.045938902451679e-06,2.7218053048762422e-08,0.0,0.0,4.870688266568724e-06,1.480325828341909e-07,3.3553720187458998e-06,1.5940840749461995e-07,0.0,0.0,3.11822942510112e-06,7.773418615015978e-08,3.25473845358993e-06,1.1299814902643301e-07,0.0,0.0,3.0865997764407712e-06,5.514052812272584e-08,3.7213674701286414e-06,9.159310510529606e-08,0.0,0.0,3.59749374198565e-06,3.228062303769629e-08
